date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:52	37421/37421	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:52:51%20GMT	https://especiesamenazadas.org/	/Users/morin_ricardo/documents/temp/fauna/web/index.html	(from )
14:52:52	24/24	---M--	200	added ('OK')	text/plain	etag:%2218-59f7bbf70c82a%22	https://especiesamenazadas.org/robots.txt		(from )
14:52:52	1552/1552	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Jun%202022%2021:52:52%20GMT	https://especiesamenazadas.org/assets/web/images/logo.gif	/Users/morin_ricardo/documents/temp/fauna/web/images/logo.gif	(from https://especiesamenazadas.org/)
14:52:53	7613/7613	---M-Z	200	added ('OK')	text/css	etag:%221dbd-5aba7c14b2166-gzip%22	https://especiesamenazadas.org/assets/web/web/assets/mobirise-icons/mobirise-icons.css	/Users/morin_ricardo/documents/temp/fauna/web/images/mobirise-icons.css	(from https://especiesamenazadas.org/)
14:52:54	1343/1343	---M-Z	200	added ('OK')	text/css	etag:%2253f-5aba7c14b2166-gzip%22	https://especiesamenazadas.org/assets/web/soundcloud-plugin/style.css	/Users/morin_ricardo/documents/temp/fauna/web/images/style.css	(from https://especiesamenazadas.org/)
14:52:55	160403/160403	---M-Z	200	added ('OK')	text/css	etag:%2227293-5aba7c14ae2e6-gzip%22	https://especiesamenazadas.org/assets/web/bootstrap/css/bootstrap.min.css	/Users/morin_ricardo/documents/temp/fauna/web/images/bootstrap.min.css	(from https://especiesamenazadas.org/)
14:52:56	50995/50995	---M-Z	200	added ('OK')	text/css	etag:%22c733-5aba7c14ae2e6-gzip%22	https://especiesamenazadas.org/assets/web/bootstrap/css/bootstrap-grid.min.css	/Users/morin_ricardo/documents/temp/fauna/web/images/bootstrap-grid.min.css	(from https://especiesamenazadas.org/)
14:52:57	3879/3879	---M-Z	200	added ('OK')	text/css	etag:%22f27-5aba7c14ae2e6-gzip%22	https://especiesamenazadas.org/assets/web/bootstrap/css/bootstrap-reboot.min.css	/Users/morin_ricardo/documents/temp/fauna/web/images/bootstrap-reboot.min.css	(from https://especiesamenazadas.org/)
14:52:58	237/237	---M-Z	200	added ('OK')	text/css	etag:%22ed-5aba7c14b2166-gzip%22	https://especiesamenazadas.org/assets/web/tether/tether.min.css	/Users/morin_ricardo/documents/temp/fauna/web/images/tether.min.css	(from https://especiesamenazadas.org/)
14:52:59	7982/7982	---M-Z	200	added ('OK')	text/css	etag:%221f2e-5aba7c14ae2e6-gzip%22	https://especiesamenazadas.org/assets/web/dropdown/css/style.css	/Users/morin_ricardo/documents/temp/fauna/web/images/style-2.css	(from https://especiesamenazadas.org/)
14:53:00	891/891	---M-Z	200	added ('OK')	text/css	etag:%2237b-5b4ef649aedfc-gzip%22	https://especiesamenazadas.org/assets/web/as-pie-progress/css/progress.min.css	/Users/morin_ricardo/documents/temp/fauna/web/images/progress.min.css	(from https://especiesamenazadas.org/)
14:53:01	15507/15507	---M-Z	200	added ('OK')	text/css	etag:%223c93-5aba7c14b11c6-gzip%22	https://especiesamenazadas.org/assets/web/socicon/css/styles.css	/Users/morin_ricardo/documents/temp/fauna/web/images/styles.css	(from https://especiesamenazadas.org/)
14:53:02	18440/18440	---M-Z	200	added ('OK')	text/css	etag:%224808-5aba7c14b2166-gzip%22	https://especiesamenazadas.org/assets/web/theme/css/style.css	/Users/morin_ricardo/documents/temp/fauna/web/images/style-3.css	(from https://especiesamenazadas.org/)
14:53:03	57791/57791	---M-Z	200	added ('OK')	text/css	etag:%22e1bf-5c005c0394e13-gzip%22	https://especiesamenazadas.org/assets/web/mobirise/css/mbr-additional.css?v2	/Users/morin_ricardo/documents/temp/fauna/web/images/mbr-additional1b26.css	(from https://especiesamenazadas.org/)
14:53:04	3609/3609	---M-Z	200	added ('OK')	text/css	etag:%22e19-5bf30e7a1f14a-gzip%22	https://especiesamenazadas.org/assets/vendor/baguettebox.js/baguetteBox.min.css	/Users/morin_ricardo/documents/temp/fauna/web/images/baguettebox.min.css	(from https://especiesamenazadas.org/)
14:53:05	6472/6472	---M--	200	added ('OK')	image/png	etag:%221948-5b551fd58cf6d%22	https://especiesamenazadas.org/assets/web/images/logo.png	/Users/morin_ricardo/documents/temp/fauna/web/images/logo.png	(from https://especiesamenazadas.org/)
14:53:06	32632/32632	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:06%20GMT	https://especiesamenazadas.org/taxon/arthropoda	/Users/morin_ricardo/documents/temp/fauna/web/arthropoda.html	(from https://especiesamenazadas.org/)
14:53:07	20280/20280	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:07%20GMT	https://especiesamenazadas.org/taxon/arthropoda/arachnida	/Users/morin_ricardo/documents/temp/fauna/web/arachnida.html	(from https://especiesamenazadas.org/)
14:53:08	29862/29862	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:08%20GMT	https://especiesamenazadas.org/taxon/arthropoda/crustacea	/Users/morin_ricardo/documents/temp/fauna/web/crustacea.html	(from https://especiesamenazadas.org/)
14:53:09	31566/31566	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:09%20GMT	https://especiesamenazadas.org/taxon/arthropoda/insecta	/Users/morin_ricardo/documents/temp/fauna/web/insecta.html	(from https://especiesamenazadas.org/)
14:53:10	32742/32742	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:10%20GMT	https://especiesamenazadas.org/taxon/chordata	/Users/morin_ricardo/documents/temp/fauna/web/chordata.html	(from https://especiesamenazadas.org/)
14:53:11	32027/32027	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:11%20GMT	https://especiesamenazadas.org/taxon/chordata/actinopterygii	/Users/morin_ricardo/documents/temp/fauna/web/actinopterygii.html	(from https://especiesamenazadas.org/)
14:53:12	32098/32098	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:12%20GMT	https://especiesamenazadas.org/taxon/chordata/amphibia	/Users/morin_ricardo/documents/temp/fauna/web/amphibia.html	(from https://especiesamenazadas.org/)
14:53:13	31515/31515	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:13%20GMT	https://especiesamenazadas.org/taxon/chordata/aves	/Users/morin_ricardo/documents/temp/fauna/web/aves.html	(from https://especiesamenazadas.org/)
14:53:14	31434/31434	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:14%20GMT	https://especiesamenazadas.org/taxon/chordata/chondrichthyes	/Users/morin_ricardo/documents/temp/fauna/web/chondrichthyes.html	(from https://especiesamenazadas.org/)
14:53:15	31659/31659	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:15%20GMT	https://especiesamenazadas.org/taxon/chordata/mammalia	/Users/morin_ricardo/documents/temp/fauna/web/mammalia.html	(from https://especiesamenazadas.org/)
14:53:16	31160/31160	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:16%20GMT	https://especiesamenazadas.org/taxon/chordata/reptilia	/Users/morin_ricardo/documents/temp/fauna/web/reptilia.html	(from https://especiesamenazadas.org/)
14:53:17	21895/21895	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:17%20GMT	https://especiesamenazadas.org/taxon/cnidaria	/Users/morin_ricardo/documents/temp/fauna/web/cnidaria.html	(from https://especiesamenazadas.org/)
14:53:18	20672/20672	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:18%20GMT	https://especiesamenazadas.org/taxon/cnidaria/anthozoa	/Users/morin_ricardo/documents/temp/fauna/web/anthozoa.html	(from https://especiesamenazadas.org/)
14:53:19	22922/22922	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:19%20GMT	https://especiesamenazadas.org/taxon/mollusca	/Users/morin_ricardo/documents/temp/fauna/web/mollusca.html	(from https://especiesamenazadas.org/)
14:53:20	21707/21707	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:20%20GMT	https://especiesamenazadas.org/taxon/mollusca/gastropoda	/Users/morin_ricardo/documents/temp/fauna/web/gastropoda.html	(from https://especiesamenazadas.org/)
14:53:21	28332/28332	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:21%20GMT	https://especiesamenazadas.org/categorias/extinto	/Users/morin_ricardo/documents/temp/fauna/web/extinto.html	(from https://especiesamenazadas.org/)
14:53:22	25766/25766	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:22%20GMT	https://especiesamenazadas.org/categorias/extinto-en-estado-silvestre	/Users/morin_ricardo/documents/temp/fauna/web/extinto-en-estado-silvestre.html	(from https://especiesamenazadas.org/)
14:53:23	27127/27127	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:23%20GMT	https://especiesamenazadas.org/categorias/extinto-a-nivel-regional	/Users/morin_ricardo/documents/temp/fauna/web/extinto-a-nivel-regional.html	(from https://especiesamenazadas.org/)
14:53:24	39170/39170	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:24%20GMT	https://especiesamenazadas.org/categorias/en-peligro-critico	/Users/morin_ricardo/documents/temp/fauna/web/en-peligro-critico.html	(from https://especiesamenazadas.org/)
14:53:25	40686/40686	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:25%20GMT	https://especiesamenazadas.org/categorias/en-peligro	/Users/morin_ricardo/documents/temp/fauna/web/en-peligro.html	(from https://especiesamenazadas.org/)
14:53:26	40314/40314	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:26%20GMT	https://especiesamenazadas.org/categorias/vulnerable	/Users/morin_ricardo/documents/temp/fauna/web/vulnerable.html	(from https://especiesamenazadas.org/)
14:53:27	25804/25804	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:27%20GMT	https://especiesamenazadas.org/categorias/casi-amenazado	/Users/morin_ricardo/documents/temp/fauna/web/casi-amenazado.html	(from https://especiesamenazadas.org/)
14:53:28	26548/26548	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:28%20GMT	https://especiesamenazadas.org/categorias/preocupacion-menor	/Users/morin_ricardo/documents/temp/fauna/web/preocupacion-menor.html	(from https://especiesamenazadas.org/)
14:53:29	25824/25824	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:29%20GMT	https://especiesamenazadas.org/categorias/datos-insuficientes	/Users/morin_ricardo/documents/temp/fauna/web/datos-insuficientes.html	(from https://especiesamenazadas.org/)
14:53:30	25342/25342	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:30%20GMT	https://especiesamenazadas.org/categorias/no-aplicable	/Users/morin_ricardo/documents/temp/fauna/web/no-aplicable.html	(from https://especiesamenazadas.org/)
14:53:31	26162/26162	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:31%20GMT	https://especiesamenazadas.org/categorias/no-evaluado	/Users/morin_ricardo/documents/temp/fauna/web/no-evaluado.html	(from https://especiesamenazadas.org/)
14:53:32	47686/47686	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:32%20GMT	https://especiesamenazadas.org/categorias	/Users/morin_ricardo/documents/temp/fauna/web/categorias.html	(from https://especiesamenazadas.org/)
14:53:33	50503/50503	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:33%20GMT	https://especiesamenazadas.org/estatus	/Users/morin_ricardo/documents/temp/fauna/web/estatus.html	(from https://especiesamenazadas.org/)
14:53:34	30667/30667	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:34%20GMT	https://especiesamenazadas.org/referencias	/Users/morin_ricardo/documents/temp/fauna/web/referencias.html	(from https://especiesamenazadas.org/)
14:53:35	23069/23069	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:35%20GMT	https://especiesamenazadas.org/quienes-somos	/Users/morin_ricardo/documents/temp/fauna/web/quienes-somos.html	(from https://especiesamenazadas.org/)
14:53:36	26188/26188	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:36%20GMT	https://especiesamenazadas.org/creditos	/Users/morin_ricardo/documents/temp/fauna/web/creditos.html	(from https://especiesamenazadas.org/)
14:53:37	17040/17040	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:37%20GMT	https://especiesamenazadas.org/contactenos	/Users/morin_ricardo/documents/temp/fauna/web/contactenos.html	(from https://especiesamenazadas.org/)
14:53:39	281157/281157	---M--	200	added ('OK')	image/jpeg	etag:%2244a45-5bf5908495094%22	https://especiesamenazadas.org/slider/VKFGy7DjbNnhrE3cTFDX074B3.jpg	/Users/morin_ricardo/documents/temp/fauna/web/images/vkfgy7djbnnhre3ctfdx074b3.jpg	(from https://especiesamenazadas.org/)
14:53:39	23080/23080	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:39%20GMT	https://especiesamenazadas.org/taxon/chordata/amphibia/anura/bufonidae/oreophrynella/sapito-rugoso-del-ilu	/Users/morin_ricardo/documents/temp/fauna/web/sapito-rugoso-del-ilu.html	(from https://especiesamenazadas.org/)
14:53:41	233199/233199	---M--	200	added ('OK')	image/jpeg	etag:%2238eef-5bf590b4a5c71%22	https://especiesamenazadas.org/slider/bnLbMAtpe6RHOBbYYOeJ7E39o.jpg	/Users/morin_ricardo/documents/temp/fauna/web/images/bnlbmatpe6rhobbyyoej7e39o.jpg	(from https://especiesamenazadas.org/)
14:53:41	25246/25246	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:41%20GMT	https://especiesamenazadas.org/taxon/chordata/aves/anseriformes/anatidae/merganetta/pato-de-torrentes	/Users/morin_ricardo/documents/temp/fauna/web/pato-de-torrentes.html	(from https://especiesamenazadas.org/)
14:53:43	26247/26247	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:43%20GMT	https://especiesamenazadas.org/taxon/chordata/mammalia/sirenia/trichechidae/trichechus/manati	/Users/morin_ricardo/documents/temp/fauna/web/manati.html	(from https://especiesamenazadas.org/)
14:53:43	350110/350110	---M--	200	added ('OK')	image/jpeg	etag:%225579e-5bf590ecfcb13%22	https://especiesamenazadas.org/slider/NWebaWn4sbPRj5CJfFVWtPMZK.jpg	/Users/morin_ricardo/documents/temp/fauna/web/images/nwebawn4sbprj5cjffvwtpmzk.jpg	(from https://especiesamenazadas.org/)
14:53:45	328426/328426	---M--	200	added ('OK')	image/jpeg	etag:%22502ea-5bf591207775e%22	https://especiesamenazadas.org/slider/E3g8wryCg1kIzPxKlYXTK7uIQ.jpg	/Users/morin_ricardo/documents/temp/fauna/web/images/e3g8wrycg1kizpxklyxtk7uiq.jpg	(from https://especiesamenazadas.org/)
14:53:45	42413/42413	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:45%20GMT	https://especiesamenazadas.org/taxon/chordata/mammalia/carnivora/felidae/panthera/jaguar	/Users/morin_ricardo/documents/temp/fauna/web/jaguar.html	(from https://especiesamenazadas.org/)
14:53:47	27334/27334	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Jun%202022%2021:53:47%20GMT	https://especiesamenazadas.org/taxon/chordata/aves/psittaciformes/psittacidae/amazona/cotorra-cabeciamarilla	/Users/morin_ricardo/documents/temp/fauna/web/cotorra-cabeciamarilla.html	(from https://especiesamenazadas.org/)
14:53:48	566647/566647	---M--	200	added ('OK')	image/jpeg	etag:%228a577-5bffa73ca3557%22	https://especiesamenazadas.org/slider/hMrcuGJ7yibjkRderRlvhU6J0.jpg	/Users/morin_ricardo/documents/temp/fauna/web/images/hmrcugj7yibjkrderrlvhu6j0.jpg	(from https://especiesamenazadas.org/)
14:53:48	1040/1040	---M--	200	added ('OK')	image/svg+xml	etag:%22410-5af97cb99bd68%22	https://especiesamenazadas.org/assets/web/images/icon-arthropoda.svg	/Users/morin_ricardo/documents/temp/fauna/web/images/icon-arthropoda.svg	(from https://especiesamenazadas.org/)
14:53:49	1246/1246	---M--	200	added ('OK')	image/svg+xml	etag:%224de-5af97cb99bd68%22	https://especiesamenazadas.org/assets/web/images/icon-chordata.svg	/Users/morin_ricardo/documents/temp/fauna/web/images/icon-chordata.svg	(from https://especiesamenazadas.org/)
14:53:50	1621/1621	---M--	200	added ('OK')	image/svg+xml	etag:%22655-5af97cb99bd68%22	https://especiesamenazadas.org/assets/web/images/icon-cnidaria.svg	/Users/morin_ricardo/documents/temp/fauna/web/images/icon-cnidaria.svg	(from https://especiesamenazadas.org/)
14:53:51	1149/1149	---M--	200	added ('OK')	image/svg+xml	etag:%2247d-5af97cb99bd68%22	https://especiesamenazadas.org/assets/web/images/icon-mollusca.svg	/Users/morin_ricardo/documents/temp/fauna/web/images/icon-mollusca.svg	(from https://especiesamenazadas.org/)
14:53:52	1705/1705	---M--	200	added ('OK')	image/png	etag:%226a9-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/extinto.png	/Users/morin_ricardo/documents/temp/fauna/web/images/extinto.png	(from https://especiesamenazadas.org/)
14:53:53	2252/2252	---M--	200	added ('OK')	image/png	etag:%228cc-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/extinto-en-estado-silvestre.png	/Users/morin_ricardo/documents/temp/fauna/web/images/extinto-en-estado-silvestre.png	(from https://especiesamenazadas.org/)
14:53:54	1557/1557	---M--	200	added ('OK')	image/png	etag:%22615-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/extinto-a-nivel-regional.png	/Users/morin_ricardo/documents/temp/fauna/web/images/extinto-a-nivel-regional.png	(from https://especiesamenazadas.org/)
14:53:55	2237/2237	---M--	200	added ('OK')	image/png	etag:%228bd-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/en-peligro-critico.png	/Users/morin_ricardo/documents/temp/fauna/web/images/en-peligro-critico.png	(from https://especiesamenazadas.org/)
14:53:56	1459/1459	---M--	200	added ('OK')	image/png	etag:%225b3-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/en-peligro.png	/Users/morin_ricardo/documents/temp/fauna/web/images/en-peligro.png	(from https://especiesamenazadas.org/)
14:53:57	1597/1597	---M--	200	added ('OK')	image/png	etag:%2263d-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/vulnerable.png	/Users/morin_ricardo/documents/temp/fauna/web/images/vulnerable.png	(from https://especiesamenazadas.org/)
14:53:58	1456/1456	---M--	200	added ('OK')	image/png	etag:%225b0-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/casi-amenazado.png	/Users/morin_ricardo/documents/temp/fauna/web/images/casi-amenazado.png	(from https://especiesamenazadas.org/)
14:53:59	1444/1444	---M--	200	added ('OK')	image/png	etag:%225a4-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/preocupacion-menor.png	/Users/morin_ricardo/documents/temp/fauna/web/images/preocupacion-menor.png	(from https://especiesamenazadas.org/)
14:54:00	1457/1457	---M--	200	added ('OK')	image/png	etag:%225b1-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/datos-insuficientes.png	/Users/morin_ricardo/documents/temp/fauna/web/images/datos-insuficientes.png	(from https://especiesamenazadas.org/)
14:54:01	1667/1667	---M--	200	added ('OK')	image/png	etag:%22683-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/no-aplicable.png	/Users/morin_ricardo/documents/temp/fauna/web/images/no-aplicable.png	(from https://especiesamenazadas.org/)
14:54:02	1647/1647	---M--	200	added ('OK')	image/png	etag:%2266f-5afe88b24be1d%22	https://especiesamenazadas.org/assets/web/images/categories/no-evaluado.png	/Users/morin_ricardo/documents/temp/fauna/web/images/no-evaluado.png	(from https://especiesamenazadas.org/)
14:54:04	6252/6252	---M--	200	added ('OK')	image/png	etag:%22186c-5b551fd58cf6d%22	https://especiesamenazadas.org/assets/web/images/logo-fundacion-empresas-polar-gris.png	/Users/morin_ricardo/documents/temp/fauna/web/images/logo-fundacion-empresas-polar-gris.png	(from https://especiesamenazadas.org/)
14:54:05	2928/2928	---M--	200	added ('OK')	image/png	etag:%22b70-5b551fd58cf6d%22	https://especiesamenazadas.org/assets/web/images/logo-provita-gris.png	/Users/morin_ricardo/documents/temp/fauna/web/images/logo-provita-gris.png	(from https://especiesamenazadas.org/)
14:54:06	3181/3181	---M--	200	added ('OK')	image/png	etag:%22c6d-5d96bd7950f03%22	https://especiesamenazadas.org/assets/img/Nexus-Radical.png	/Users/morin_ricardo/documents/temp/fauna/web/images/nexus-radical.png	(from https://especiesamenazadas.org/)
14:54:07	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:%2215d84-5aba7c14b2166-gzip%22	https://especiesamenazadas.org/assets/web/web/assets/jquery/jquery.min.js	/Users/morin_ricardo/documents/temp/fauna/web/images/jquery.min.js	(from https://especiesamenazadas.org/)
14:54:08	18994/18994	---M-Z	200	added ('OK')	application/javascript	etag:%224a32-5aba7c14b0226-gzip%22	https://especiesamenazadas.org/assets/web/popper/popper.min.js	/Users/morin_ricardo/documents/temp/fauna/web/images/popper.min.js	(from https://especiesamenazadas.org/)
14:54:09	60174/60174	---M-Z	200	added ('OK')	application/javascript	etag:%22eb0e-5aba7c14ae2e6-gzip%22	https://especiesamenazadas.org/assets/web/bootstrap/js/bootstrap.min.js	/Users/morin_ricardo/documents/temp/fauna/web/images/bootstrap.min.js	(from https://especiesamenazadas.org/)
14:54:10	7568/7568	---M-Z	200	added ('OK')	application/javascript	etag:%221d90-5aba7c14b11c6-gzip%22	https://especiesamenazadas.org/assets/web/smoothscroll/smooth-scroll.js	/Users/morin_ricardo/documents/temp/fauna/web/images/smooth-scroll.js	(from https://especiesamenazadas.org/)
14:54:11	23217/23217	---M-Z	200	added ('OK')	application/javascript	etag:%225ab1-5aba7c14b2166-gzip%22	https://especiesamenazadas.org/assets/web/tether/tether.min.js	/Users/morin_ricardo/documents/temp/fauna/web/images/tether.min.js	(from https://especiesamenazadas.org/)
14:54:12	9027/9027	---M-Z	200	added ('OK')	application/javascript	etag:%222343-5aba7c14af286-gzip%22	https://especiesamenazadas.org/assets/web/dropdown/js/nav-dropdown.js	/Users/morin_ricardo/documents/temp/fauna/web/images/nav-dropdown.js	(from https://especiesamenazadas.org/)
14:54:13	2646/2646	---M-Z	200	added ('OK')	application/javascript	etag:%22a56-5aba7c14af286-gzip%22	https://especiesamenazadas.org/assets/web/dropdown/js/navbar-dropdown.js	/Users/morin_ricardo/documents/temp/fauna/web/images/navbar-dropdown.js	(from https://especiesamenazadas.org/)
14:54:14	53278/53278	---M-Z	200	added ('OK')	application/javascript	etag:%22d01e-5aba7c14b3106-gzip%22	https://especiesamenazadas.org/assets/web/ytplayer/jquery.mb.ytplayer.min.js	/Users/morin_ricardo/documents/temp/fauna/web/images/jquery.mb.ytplayer.min.js	(from https://especiesamenazadas.org/)
14:54:15	26507/26507	---M-Z	200	added ('OK')	application/javascript	etag:%22678b-5aba7c14b2166-gzip%22	https://especiesamenazadas.org/assets/web/vimeoplayer/jquery.mb.vimeo_player.js	/Users/morin_ricardo/documents/temp/fauna/web/images/jquery.mb.vimeo_player.js	(from https://especiesamenazadas.org/)
14:54:16	15210/15210	---M-Z	200	added ('OK')	application/javascript	etag:%223b6a-5aba7c14b0226-gzip%22	https://especiesamenazadas.org/assets/web/parallax/jarallax.min.js	/Users/morin_ricardo/documents/temp/fauna/web/images/jarallax.min.js	(from https://especiesamenazadas.org/)
14:54:17	4634/4634	---M-Z	200	added ('OK')	application/javascript	etag:%22121a-5aba7c14ae2e6-gzip%22	https://especiesamenazadas.org/assets/web/bootstrapcarouselswipe/bootstrap-carousel-swipe.js	/Users/morin_ricardo/documents/temp/fauna/web/images/bootstrap-carousel-swipe.js	(from https://especiesamenazadas.org/)
14:54:18	232/232	---M-Z	200	added ('OK')	application/javascript	etag:%22e8-5aba7c14b0226-gzip%22	https://especiesamenazadas.org/assets/web/mbr-popup-btns/mbr-popup-btns.js	/Users/morin_ricardo/documents/temp/fauna/web/images/mbr-popup-btns.js	(from https://especiesamenazadas.org/)
14:54:19	20412/20412	---M-Z	200	added ('OK')	application/javascript	etag:%224fbc-5aba7c14b2166-gzip%22	https://especiesamenazadas.org/assets/web/touchswipe/jquery.touch-swipe.min.js	/Users/morin_ricardo/documents/temp/fauna/web/images/jquery.touch-swipe.min.js	(from https://especiesamenazadas.org/)
14:54:20	2877/2877	---M-Z	200	added ('OK')	application/javascript	etag:%22b3d-5aba7c14b2166-gzip%22	https://especiesamenazadas.org/assets/web/viewportchecker/jquery.viewportchecker.js	/Users/morin_ricardo/documents/temp/fauna/web/images/jquery.viewportchecker.js	(from https://especiesamenazadas.org/)
14:54:21	19946/19946	---M-Z	200	added ('OK')	application/javascript	etag:%224dea-5aba7c14b2166-gzip%22	https://especiesamenazadas.org/assets/web/theme/js/script.js	/Users/morin_ricardo/documents/temp/fauna/web/images/script.js	(from https://especiesamenazadas.org/)
14:54:22	4636/4636	---M-Z	200	added ('OK')	application/javascript	etag:%22121c-5aba7c14b11c6-gzip%22	https://especiesamenazadas.org/assets/web/slidervideo/script.js	/Users/morin_ricardo/documents/temp/fauna/web/images/script-2.js	(from https://especiesamenazadas.org/)
14:54:23	9826/9826	---M-Z	200	added ('OK')	application/javascript	etag:%222662-5b4ef649aedfc-gzip%22	https://especiesamenazadas.org/assets/web/as-pie-progress/jquery-as-pie-progress.min.js	/Users/morin_ricardo/documents/temp/fauna/web/images/jquery-as-pie-progress.min.js	(from https://especiesamenazadas.org/)
14:54:24	9211/9211	---M-Z	200	added ('OK')	application/javascript	etag:%2223fb-5bf30e7a1f14a-gzip%22	https://especiesamenazadas.org/assets/vendor/baguettebox.js/baguetteBox.min.js	/Users/morin_ricardo/documents/temp/fauna/web/images/baguettebox.min.js	(from https://especiesamenazadas.org/)
14:54:25	51628/51628	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c9ac-5aba7c14b2166%22	https://especiesamenazadas.org/assets/web/web/assets/mobirise-icons/mobirise-icons.eot?spat4u	/Users/morin_ricardo/documents/temp/fauna/web/images/mobirise-icons0e1c.eot	(from https://especiesamenazadas.org/assets/web/web/assets/mobirise-icons/mobirise-icons.css)
14:54:26	51464/51464	---M--	200	added ('OK')	application/font-sfnt	etag:%22c908-5aba7c14b3106%22	https://especiesamenazadas.org/assets/web/web/assets/mobirise-icons/mobirise-icons.ttf?spat4u	/Users/morin_ricardo/documents/temp/fauna/web/images/mobirise-icons0e1c.ttf	(from https://especiesamenazadas.org/assets/web/web/assets/mobirise-icons/mobirise-icons.css)
14:54:27	51540/51540	---M--	200	added ('OK')	application/font-woff	etag:%22c954-5aba7c14b3106%22	https://especiesamenazadas.org/assets/web/web/assets/mobirise-icons/mobirise-icons.woff?spat4u	/Users/morin_ricardo/documents/temp/fauna/web/images/mobirise-icons0e1c.woff	(from https://especiesamenazadas.org/assets/web/web/assets/mobirise-icons/mobirise-icons.css)
